# time,frequency,rangerate
4.650000000000000000e+01,1.458719200000000000e+08,-7.495800652943325076e+03
5.450000000000000000e+01,1.458718920000000000e+08,-7.438254288256660402e+03
5.550000000000000000e+01,1.458718920000000000e+08,-7.438254288256660402e+03
5.600000000000000000e+01,1.458718860000000000e+08,-7.425922924447534569e+03
5.650000000000000000e+01,1.458718840000000000e+08,-7.421812469822304593e+03
5.700000000000000000e+01,1.458718800000000000e+08,-7.413591560571842820e+03
5.800000000000000000e+01,1.458718740000000000e+08,-7.401260196696150160e+03
5.850000000000000000e+01,1.458718700000000000e+08,-7.393039287445688387e+03
5.950000000000000000e+01,1.458718700000000000e+08,-7.393039287445688387e+03
6.000000000000000000e+01,1.458718700000000000e+08,-7.393039287445688387e+03
6.050000000000000000e+01,1.458718680000000000e+08,-7.388928832820457501e+03
6.100000000000000000e+01,1.458718660000000000e+08,-7.384818378195226614e+03
6.150000000000000000e+01,1.458718640000000000e+08,-7.380707923569995728e+03
6.200000000000000000e+01,1.458718620000000000e+08,-7.376597468944764842e+03
6.250000000000000000e+01,1.458718580000000000e+08,-7.368376559760870805e+03
6.300000000000000000e+01,1.458718600000000000e+08,-7.372487014319533955e+03
6.800000000000000000e+01,1.458718420000000000e+08,-7.335492922759023713e+03
6.850000000000000000e+01,1.458718400000000000e+08,-7.331382468133792827e+03
6.900000000000000000e+01,1.458718380000000000e+08,-7.327272013508561940e+03
7.000000000000000000e+01,1.458718400000000000e+08,-7.331382468133792827e+03
7.050000000000000000e+01,1.458718380000000000e+08,-7.327272013508561940e+03
7.150000000000000000e+01,1.458718360000000000e+08,-7.323161558883331054e+03
7.200000000000000000e+01,1.458718340000000000e+08,-7.319051104258100167e+03
7.250000000000000000e+01,1.458718320000000000e+08,-7.314940649632869281e+03
7.300000000000000000e+01,1.458718280000000000e+08,-7.306719740448975244e+03
7.350000000000000000e+01,1.458718280000000000e+08,-7.306719740448975244e+03
7.400000000000000000e+01,1.458718240000000000e+08,-7.298498831198513471e+03
7.550000000000000000e+01,1.458718240000000000e+08,-7.298498831198513471e+03
8.050000000000000000e+01,1.458718100000000000e+08,-7.269725648821897266e+03
8.100000000000000000e+01,1.458718080000000000e+08,-7.265615194196666380e+03
8.150000000000000000e+01,1.458718080000000000e+08,-7.265615194196666380e+03
8.200000000000000000e+01,1.458718080000000000e+08,-7.265615194196666380e+03
8.250000000000000000e+01,1.458718080000000000e+08,-7.265615194196666380e+03
8.300000000000000000e+01,1.458718040000000000e+08,-7.257394284946204607e+03
8.350000000000000000e+01,1.458718020000000000e+08,-7.253283830320973721e+03
8.400000000000000000e+01,1.458717980000000000e+08,-7.245062921137079684e+03
8.450000000000000000e+01,1.458717940000000000e+08,-7.236842011886617911e+03
8.500000000000000000e+01,1.458717960000000000e+08,-7.240952466511848797e+03
8.550000000000000000e+01,1.458718000000000000e+08,-7.249173375695743744e+03
8.700000000000000000e+01,1.458717920000000000e+08,-7.232731557261387024e+03
8.750000000000000000e+01,1.458717940000000000e+08,-7.236842011886617911e+03
8.800000000000000000e+01,1.458717880000000000e+08,-7.224510648010925252e+03
8.850000000000000000e+01,1.458717900000000000e+08,-7.228621102636156138e+03
8.900000000000000000e+01,1.458717860000000000e+08,-7.220400193385694365e+03
8.950000000000000000e+01,1.458717840000000000e+08,-7.216289738760463479e+03
9.050000000000000000e+01,1.458717860000000000e+08,-7.220400193385694365e+03
9.100000000000000000e+01,1.458717800000000000e+08,-7.208068829510001706e+03
9.350000000000000000e+01,1.458717780000000000e+08,-7.203958374884771729e+03
9.400000000000000000e+01,1.458717720000000000e+08,-7.191627011009079069e+03
9.550000000000000000e+01,1.458717680000000000e+08,-7.183406101825184123e+03
9.600000000000000000e+01,1.458717680000000000e+08,-7.183406101825184123e+03
9.700000000000000000e+01,1.458717660000000000e+08,-7.179295647199953237e+03
9.950000000000000000e+01,1.458717520000000000e+08,-7.150522464823337941e+03
1.005000000000000000e+02,1.458717560000000000e+08,-7.158743374073799714e+03
1.010000000000000000e+02,1.458717540000000000e+08,-7.154632919448568828e+03
1.015000000000000000e+02,1.458717520000000000e+08,-7.150522464823337941e+03
1.020000000000000000e+02,1.458717520000000000e+08,-7.150522464823337941e+03
1.025000000000000000e+02,1.458717480000000000e+08,-7.142301555572876168e+03
1.030000000000000000e+02,1.458717520000000000e+08,-7.150522464823337941e+03
1.035000000000000000e+02,1.458717460000000000e+08,-7.138191100947645282e+03
1.040000000000000000e+02,1.458717480000000000e+08,-7.142301555572876168e+03
1.070000000000000000e+02,1.458717340000000000e+08,-7.113528373262827699e+03
1.075000000000000000e+02,1.458717340000000000e+08,-7.113528373262827699e+03
1.080000000000000000e+02,1.458717340000000000e+08,-7.113528373262827699e+03
1.085000000000000000e+02,1.458717360000000000e+08,-7.117638827888058586e+03
1.090000000000000000e+02,1.458717320000000000e+08,-7.109417918637596813e+03
1.095000000000000000e+02,1.458717280000000000e+08,-7.101197009387135040e+03
1.100000000000000000e+02,1.458717240000000000e+08,-7.092976100136673267e+03
1.145000000000000000e+02,1.458717140000000000e+08,-7.072423827010518835e+03
1.165000000000000000e+02,1.458717080000000000e+08,-7.060092463201393912e+03
1.185000000000000000e+02,1.458717000000000000e+08,-7.043650644700470366e+03
1.190000000000000000e+02,1.458717020000000000e+08,-7.047761099325701252e+03
1.195000000000000000e+02,1.458717000000000000e+08,-7.043650644700470366e+03
1.200000000000000000e+02,1.458716960000000000e+08,-7.035429735450008593e+03
1.210000000000000000e+02,1.458716940000000000e+08,-7.031319280824777707e+03
1.215000000000000000e+02,1.458716960000000000e+08,-7.035429735450008593e+03
1.220000000000000000e+02,1.458716920000000000e+08,-7.027208826199546820e+03
1.225000000000000000e+02,1.458716900000000000e+08,-7.023098371574315934e+03
1.230000000000000000e+02,1.458716880000000000e+08,-7.018987916949085047e+03
1.235000000000000000e+02,1.458716880000000000e+08,-7.018987916949085047e+03
1.265000000000000000e+02,1.458716760000000000e+08,-6.994325189264267465e+03
1.270000000000000000e+02,1.458716740000000000e+08,-6.990214734639036578e+03
1.275000000000000000e+02,1.458716740000000000e+08,-6.990214734639036578e+03
1.280000000000000000e+02,1.458716720000000000e+08,-6.986104280013805692e+03
1.285000000000000000e+02,1.458716720000000000e+08,-6.986104280013805692e+03
1.290000000000000000e+02,1.458716680000000000e+08,-6.977883370763343919e+03
1.295000000000000000e+02,1.458716680000000000e+08,-6.977883370763343919e+03
1.300000000000000000e+02,1.458716640000000000e+08,-6.969662461512882146e+03
1.305000000000000000e+02,1.458716620000000000e+08,-6.965552006887651260e+03
1.330000000000000000e+02,1.458716520000000000e+08,-6.944999733761496827e+03
1.340000000000000000e+02,1.458716520000000000e+08,-6.944999733761496827e+03
1.345000000000000000e+02,1.458716500000000000e+08,-6.940889279202833677e+03
1.350000000000000000e+02,1.458716460000000000e+08,-6.932668369952371904e+03
1.360000000000000000e+02,1.458716420000000000e+08,-6.924447460701910131e+03
1.365000000000000000e+02,1.458716460000000000e+08,-6.932668369952371904e+03
1.370000000000000000e+02,1.458716400000000000e+08,-6.920337006076679245e+03
1.395000000000000000e+02,1.458716340000000000e+08,-6.908005642200986586e+03
1.400000000000000000e+02,1.458716340000000000e+08,-6.908005642200986586e+03
1.415000000000000000e+02,1.458716260000000000e+08,-6.891563823700063949e+03
1.420000000000000000e+02,1.458716260000000000e+08,-6.891563823700063949e+03
1.495000000000000000e+02,1.458715960000000000e+08,-6.829907004388168389e+03
1.500000000000000000e+02,1.458715980000000000e+08,-6.834017459013399275e+03
1.505000000000000000e+02,1.458715920000000000e+08,-6.821686095137706616e+03
1.530000000000000000e+02,1.458715860000000000e+08,-6.809354731328581693e+03
1.535000000000000000e+02,1.458715820000000000e+08,-6.801133822078119920e+03
1.540000000000000000e+02,1.458715820000000000e+08,-6.801133822078119920e+03
1.545000000000000000e+02,1.458715780000000000e+08,-6.792912912827658147e+03
1.550000000000000000e+02,1.458715800000000000e+08,-6.797023367452889033e+03
1.555000000000000000e+02,1.458715760000000000e+08,-6.788802458202427260e+03
1.565000000000000000e+02,1.458715660000000000e+08,-6.768250185076272828e+03
1.575000000000000000e+02,1.458715660000000000e+08,-6.768250185076272828e+03
1.585000000000000000e+02,1.458715640000000000e+08,-6.764139730451041942e+03
1.595000000000000000e+02,1.458715560000000000e+08,-6.747697912016686132e+03
1.600000000000000000e+02,1.458715600000000000e+08,-6.755918821267147905e+03
1.605000000000000000e+02,1.458715560000000000e+08,-6.747697912016686132e+03
1.615000000000000000e+02,1.458715500000000000e+08,-6.735366548140993473e+03
1.620000000000000000e+02,1.458715480000000000e+08,-6.731256093515762586e+03
1.625000000000000000e+02,1.458715480000000000e+08,-6.731256093515762586e+03
1.630000000000000000e+02,1.458715440000000000e+08,-6.723035184265300813e+03
1.635000000000000000e+02,1.458715460000000000e+08,-6.727145638890531700e+03
1.640000000000000000e+02,1.458715400000000000e+08,-6.714814275014839041e+03
1.645000000000000000e+02,1.458715400000000000e+08,-6.714814275014839041e+03
1.665000000000000000e+02,1.458715260000000000e+08,-6.686041092704790572e+03
1.670000000000000000e+02,1.458715260000000000e+08,-6.686041092704790572e+03
1.675000000000000000e+02,1.458715300000000000e+08,-6.694262001955252344e+03
1.685000000000000000e+02,1.458715220000000000e+08,-6.677820183454328799e+03
1.690000000000000000e+02,1.458715180000000000e+08,-6.669599274203867026e+03
1.695000000000000000e+02,1.458715180000000000e+08,-6.669599274203867026e+03
1.700000000000000000e+02,1.458715160000000000e+08,-6.665488819578636139e+03
1.705000000000000000e+02,1.458715180000000000e+08,-6.669599274203867026e+03
1.715000000000000000e+02,1.458715060000000000e+08,-6.644936546452481707e+03
1.725000000000000000e+02,1.458715080000000000e+08,-6.649047001077712594e+03
1.730000000000000000e+02,1.458715040000000000e+08,-6.640826091827250821e+03
1.740000000000000000e+02,1.458715000000000000e+08,-6.632605182643356784e+03
1.745000000000000000e+02,1.458714980000000000e+08,-6.628494728018125898e+03
1.750000000000000000e+02,1.458714940000000000e+08,-6.620273818767664125e+03
1.760000000000000000e+02,1.458714900000000000e+08,-6.612052909517202352e+03
1.765000000000000000e+02,1.458714860000000000e+08,-6.603832000266740579e+03
1.945000000000000000e+02,1.458714280000000000e+08,-6.484628816268181254e+03
1.950000000000000000e+02,1.458714240000000000e+08,-6.476407907017719481e+03
1.960000000000000000e+02,1.458714220000000000e+08,-6.472297452392488594e+03
1.965000000000000000e+02,1.458714180000000000e+08,-6.464076543142026821e+03
1.970000000000000000e+02,1.458714140000000000e+08,-6.455855633891565049e+03
1.975000000000000000e+02,1.458714100000000000e+08,-6.447634724707671012e+03
1.990000000000000000e+02,1.458714020000000000e+08,-6.431192906206747466e+03
1.995000000000000000e+02,1.458713980000000000e+08,-6.422971996956285693e+03
2.000000000000000000e+02,1.458713960000000000e+08,-6.418861542331054807e+03
2.005000000000000000e+02,1.458713900000000000e+08,-6.406530178455362147e+03
2.010000000000000000e+02,1.458713920000000000e+08,-6.410640633080593034e+03
2.015000000000000000e+02,1.458713920000000000e+08,-6.410640633080593034e+03
2.020000000000000000e+02,1.458713840000000000e+08,-6.394198814579669488e+03
2.030000000000000000e+02,1.458713760000000000e+08,-6.377756996145313678e+03
2.070000000000000000e+02,1.458713580000000000e+08,-6.340762904518235700e+03
2.075000000000000000e+02,1.458713560000000000e+08,-6.336652449893004814e+03
2.100000000000000000e+02,1.458713400000000000e+08,-6.303768812957725459e+03
2.150000000000000000e+02,1.458713100000000000e+08,-6.242111993645830808e+03
2.155000000000000000e+02,1.458713040000000000e+08,-6.229780629770138148e+03
2.195000000000000000e+02,1.458712800000000000e+08,-6.180455174333935247e+03
2.200000000000000000e+02,1.458712740000000000e+08,-6.168123810458242588e+03
2.205000000000000000e+02,1.458712740000000000e+08,-6.168123810458242588e+03
2.225000000000000000e+02,1.458712600000000000e+08,-6.139350628148194119e+03
2.235000000000000000e+02,1.458712540000000000e+08,-6.127019264272501459e+03
2.245000000000000000e+02,1.458712480000000000e+08,-6.114687900396808800e+03
2.255000000000000000e+02,1.458712420000000000e+08,-6.102356536521116141e+03
2.275000000000000000e+02,1.458712300000000000e+08,-6.077693808836298558e+03
2.285000000000000000e+02,1.458712240000000000e+08,-6.065362444960605899e+03
2.290000000000000000e+02,1.458712200000000000e+08,-6.057141535710144126e+03
2.295000000000000000e+02,1.458712160000000000e+08,-6.048920626459682353e+03
2.300000000000000000e+02,1.458712100000000000e+08,-6.036589262583989694e+03
2.305000000000000000e+02,1.458712140000000000e+08,-6.044810171834451467e+03
2.360000000000000000e+02,1.458711680000000000e+08,-5.950269715587276551e+03
2.395000000000000000e+02,1.458711460000000000e+08,-5.905054714776304536e+03
2.400000000000000000e+02,1.458711420000000000e+08,-5.896833805525843673e+03
2.405000000000000000e+02,1.458711420000000000e+08,-5.896833805525843673e+03
2.425000000000000000e+02,1.458711220000000000e+08,-5.855729259273534808e+03
2.430000000000000000e+02,1.458711180000000000e+08,-5.847508350023073035e+03
2.435000000000000000e+02,1.458711160000000000e+08,-5.843397895464409885e+03
2.440000000000000000e+02,1.458711100000000000e+08,-5.831066531588717226e+03
2.450000000000000000e+02,1.458711000000000000e+08,-5.810514258462562793e+03
2.455000000000000000e+02,1.458710920000000000e+08,-5.794072439961639247e+03
2.460000000000000000e+02,1.458710940000000000e+08,-5.798182894586870134e+03
2.465000000000000000e+02,1.458710920000000000e+08,-5.794072439961639247e+03
2.480000000000000000e+02,1.458710820000000000e+08,-5.773520166902052551e+03
2.500000000000000000e+02,1.458710620000000000e+08,-5.732415620649743687e+03
2.515000000000000000e+02,1.458710500000000000e+08,-5.707752892964926104e+03
2.520000000000000000e+02,1.458710500000000000e+08,-5.707752892964926104e+03
2.525000000000000000e+02,1.458710420000000000e+08,-5.691311074464002559e+03
2.530000000000000000e+02,1.458710440000000000e+08,-5.695421529089233445e+03
2.535000000000000000e+02,1.458710320000000000e+08,-5.670758801337849036e+03
2.540000000000000000e+02,1.458710320000000000e+08,-5.670758801337849036e+03
2.545000000000000000e+02,1.458710240000000000e+08,-5.654316982903492317e+03
2.550000000000000000e+02,1.458710200000000000e+08,-5.646096073653030544e+03
2.560000000000000000e+02,1.458710180000000000e+08,-5.641985619027799657e+03
2.565000000000000000e+02,1.458710080000000000e+08,-5.621433345901646135e+03
2.570000000000000000e+02,1.458710020000000000e+08,-5.609101982025953475e+03
2.575000000000000000e+02,1.458710040000000000e+08,-5.613212436651184362e+03
2.580000000000000000e+02,1.458709960000000000e+08,-5.596770618216827643e+03
2.585000000000000000e+02,1.458709920000000000e+08,-5.588549708966366779e+03
2.590000000000000000e+02,1.458709880000000000e+08,-5.580328799715905006e+03
2.595000000000000000e+02,1.458709840000000000e+08,-5.572107890465443234e+03
2.600000000000000000e+02,1.458709820000000000e+08,-5.567997435840212347e+03
2.605000000000000000e+02,1.458709760000000000e+08,-5.555666071964519688e+03
2.610000000000000000e+02,1.458709740000000000e+08,-5.551555617339288801e+03
2.615000000000000000e+02,1.458709660000000000e+08,-5.535113798904932992e+03
2.625000000000000000e+02,1.458709540000000000e+08,-5.510451071153547673e+03
2.630000000000000000e+02,1.458709540000000000e+08,-5.510451071153547673e+03
2.635000000000000000e+02,1.458709480000000000e+08,-5.498119707277855014e+03
2.640000000000000000e+02,1.458709440000000000e+08,-5.489898798027393241e+03
2.645000000000000000e+02,1.458709360000000000e+08,-5.473456979593037431e+03
2.650000000000000000e+02,1.458709340000000000e+08,-5.469346524967806545e+03
2.655000000000000000e+02,1.458709260000000000e+08,-5.452904706466882999e+03
2.660000000000000000e+02,1.458709240000000000e+08,-5.448794251841652112e+03
2.665000000000000000e+02,1.458709200000000000e+08,-5.440573342591190340e+03
2.670000000000000000e+02,1.458709140000000000e+08,-5.428241978715497680e+03
2.675000000000000000e+02,1.458709080000000000e+08,-5.415910614906372757e+03
2.680000000000000000e+02,1.458709040000000000e+08,-5.407689705655910984e+03
2.685000000000000000e+02,1.458709040000000000e+08,-5.407689705655910984e+03
2.695000000000000000e+02,1.458708900000000000e+08,-5.378916523279294779e+03
2.700000000000000000e+02,1.458708860000000000e+08,-5.370695614028833916e+03
2.705000000000000000e+02,1.458708800000000000e+08,-5.358364250153141256e+03
2.710000000000000000e+02,1.458708780000000000e+08,-5.354253795594477197e+03
2.715000000000000000e+02,1.458708700000000000e+08,-5.337811977093553651e+03
2.720000000000000000e+02,1.458708640000000000e+08,-5.325480613217861901e+03
2.730000000000000000e+02,1.458708540000000000e+08,-5.304928340091707469e+03
2.755000000000000000e+02,1.458708320000000000e+08,-5.259713339280735454e+03
2.770000000000000000e+02,1.458708140000000000e+08,-5.222719247720225212e+03
2.775000000000000000e+02,1.458708140000000000e+08,-5.222719247720225212e+03
2.785000000000000000e+02,1.458708000000000000e+08,-5.193946065343609007e+03
2.810000000000000000e+02,1.458707720000000000e+08,-5.136399700656944333e+03
2.815000000000000000e+02,1.458707680000000000e+08,-5.128178791406482560e+03
2.820000000000000000e+02,1.458707640000000000e+08,-5.119957882156020787e+03
2.860000000000000000e+02,1.458707120000000000e+08,-5.013086062033154121e+03
2.865000000000000000e+02,1.458707120000000000e+08,-5.013086062033154121e+03
2.870000000000000000e+02,1.458707020000000000e+08,-4.992533788906999689e+03
2.895000000000000000e+02,1.458706720000000000e+08,-4.930876969595104129e+03
2.980000000000000000e+02,1.458705660000000000e+08,-4.713022874724139001e+03
2.990000000000000000e+02,1.458705600000000000e+08,-4.700691510848446342e+03
3.000000000000000000e+02,1.458705480000000000e+08,-4.676028783163628759e+03
3.005000000000000000e+02,1.458705400000000000e+08,-4.659586964662705213e+03
3.015000000000000000e+02,1.458705240000000000e+08,-4.626703327660858122e+03
3.025000000000000000e+02,1.458705140000000000e+08,-4.606151054601271426e+03
3.035000000000000000e+02,1.458705000000000000e+08,-4.577377872224655221e+03
3.040000000000000000e+02,1.458704920000000000e+08,-4.560936053790299411e+03
3.045000000000000000e+02,1.458704840000000000e+08,-4.544494235289375865e+03
3.050000000000000000e+02,1.458704820000000000e+08,-4.540383780664144979e+03
3.055000000000000000e+02,1.458704720000000000e+08,-4.519831507537990547e+03
3.060000000000000000e+02,1.458704640000000000e+08,-4.503389689037067001e+03
