# time,frequency,rangerate
1.205000000000000000e+02,1.458720060000000000e+08,-7.377659409792266160e+03
1.220000000000000000e+02,1.458719900000000000e+08,-7.344775805208693782e+03
1.280000000000000000e+02,1.458719900000000000e+08,-7.344775805208693782e+03
1.290000000000000000e+02,1.458719860000000000e+08,-7.336554904012874431e+03
1.305000000000000000e+02,1.458719920000000000e+08,-7.348886255773319135e+03
1.325000000000000000e+02,1.458719900000000000e+08,-7.344775805208693782e+03
1.330000000000000000e+02,1.458719920000000000e+08,-7.348886255773319135e+03
1.345000000000000000e+02,1.458719900000000000e+08,-7.344775805208693782e+03
1.370000000000000000e+02,1.458719880000000000e+08,-7.340665354644067520e+03
1.375000000000000000e+02,1.458719840000000000e+08,-7.332444453448249078e+03
1.385000000000000000e+02,1.458719860000000000e+08,-7.336554904012874431e+03
1.390000000000000000e+02,1.458719860000000000e+08,-7.336554904012874431e+03
1.395000000000000000e+02,1.458719860000000000e+08,-7.336554904012874431e+03
1.400000000000000000e+02,1.458719840000000000e+08,-7.332444453448249078e+03
1.405000000000000000e+02,1.458719840000000000e+08,-7.332444453448249078e+03
1.410000000000000000e+02,1.458719820000000000e+08,-7.328334002883623725e+03
1.420000000000000000e+02,1.458719800000000000e+08,-7.324223552318997463e+03
1.500000000000000000e+02,1.458719840000000000e+08,-7.332444453448249078e+03
1.505000000000000000e+02,1.458719700000000000e+08,-7.303671299429302053e+03
1.510000000000000000e+02,1.458719860000000000e+08,-7.336554904012874431e+03
1.530000000000000000e+02,1.458720100000000000e+08,-7.385880310988084602e+03
1.535000000000000000e+02,1.458719980000000000e+08,-7.361217607467196103e+03
1.540000000000000000e+02,1.458719920000000000e+08,-7.348886255773319135e+03
1.550000000000000000e+02,1.458719860000000000e+08,-7.336554904012874431e+03
1.555000000000000000e+02,1.458719840000000000e+08,-7.332444453448249078e+03
1.560000000000000000e+02,1.458719860000000000e+08,-7.336554904012874431e+03
1.565000000000000000e+02,1.458719840000000000e+08,-7.332444453448249078e+03
1.575000000000000000e+02,1.458719820000000000e+08,-7.328334002883623725e+03
1.580000000000000000e+02,1.458719800000000000e+08,-7.324223552318997463e+03
1.585000000000000000e+02,1.458719780000000000e+08,-7.320113101754372110e+03
1.590000000000000000e+02,1.458719800000000000e+08,-7.324223552318997463e+03
1.595000000000000000e+02,1.458719760000000000e+08,-7.316002651123179021e+03
1.600000000000000000e+02,1.458719700000000000e+08,-7.303671299429302053e+03
1.605000000000000000e+02,1.458719780000000000e+08,-7.320113101754372110e+03
1.610000000000000000e+02,1.458719720000000000e+08,-7.307781749993927406e+03
1.615000000000000000e+02,1.458719700000000000e+08,-7.303671299429302053e+03
1.620000000000000000e+02,1.458719700000000000e+08,-7.303671299429302053e+03
1.625000000000000000e+02,1.458719700000000000e+08,-7.303671299429302053e+03
1.630000000000000000e+02,1.458719680000000000e+08,-7.299560848864676700e+03
1.635000000000000000e+02,1.458719660000000000e+08,-7.295450398233483611e+03
1.640000000000000000e+02,1.458719640000000000e+08,-7.291339947668857349e+03
1.645000000000000000e+02,1.458719640000000000e+08,-7.291339947668857349e+03
1.650000000000000000e+02,1.458719600000000000e+08,-7.283119046539606643e+03
1.655000000000000000e+02,1.458719600000000000e+08,-7.283119046539606643e+03
1.660000000000000000e+02,1.458719600000000000e+08,-7.283119046539606643e+03
1.665000000000000000e+02,1.458719660000000000e+08,-7.295450398233483611e+03
1.670000000000000000e+02,1.458719600000000000e+08,-7.283119046539606643e+03
1.675000000000000000e+02,1.458719620000000000e+08,-7.287229497104231996e+03
1.680000000000000000e+02,1.458719580000000000e+08,-7.279008595974980381e+03
1.685000000000000000e+02,1.458719620000000000e+08,-7.287229497104231996e+03
1.690000000000000000e+02,1.458719580000000000e+08,-7.279008595974980381e+03
1.695000000000000000e+02,1.458719600000000000e+08,-7.283119046539606643e+03
