# time,frequency,rangerate
6.050000000000000000e+01,1.458725740000000000e+08,-7.433131235127821128e+03
6.200000000000000000e+01,1.458725720000000000e+08,-7.429020799807106414e+03
6.400000000000000000e+01,1.458725700000000000e+08,-7.424910364419824873e+03
6.450000000000000000e+01,1.458725700000000000e+08,-7.424910364419824873e+03
6.500000000000000000e+01,1.458725700000000000e+08,-7.424910364419824873e+03
6.550000000000000000e+01,1.458725700000000000e+08,-7.424910364419824873e+03
6.800000000000000000e+01,1.458725660000000000e+08,-7.416689493778395445e+03
7.550000000000000000e+01,1.458725540000000000e+08,-7.392026881787541242e+03
7.800000000000000000e+01,1.458725540000000000e+08,-7.392026881787541242e+03
7.850000000000000000e+01,1.458725520000000000e+08,-7.387916446466827438e+03
7.900000000000000000e+01,1.458725520000000000e+08,-7.387916446466827438e+03
8.000000000000000000e+01,1.458725460000000000e+08,-7.375585140438116468e+03
8.050000000000000000e+01,1.458725540000000000e+08,-7.392026881787541242e+03
8.150000000000000000e+01,1.458725500000000000e+08,-7.383806011146112724e+03
8.650000000000000000e+01,1.458725380000000000e+08,-7.359143399155258521e+03
8.800000000000000000e+01,1.458725400000000000e+08,-7.363253834475973235e+03
9.100000000000000000e+01,1.458725380000000000e+08,-7.359143399155258521e+03
9.300000000000000000e+01,1.458725340000000000e+08,-7.350922528447262266e+03
9.400000000000000000e+01,1.458725340000000000e+08,-7.350922528447262266e+03
9.450000000000000000e+01,1.458725340000000000e+08,-7.350922528447262266e+03
9.550000000000000000e+01,1.458725320000000000e+08,-7.346812093126547552e+03
9.600000000000000000e+01,1.458725320000000000e+08,-7.346812093126547552e+03
9.900000000000000000e+01,1.458725280000000000e+08,-7.338591222485119033e+03
9.950000000000000000e+01,1.458725260000000000e+08,-7.334480787097837492e+03
1.030000000000000000e+02,1.458725260000000000e+08,-7.334480787097837492e+03
1.040000000000000000e+02,1.458725220000000000e+08,-7.326259916456408064e+03
1.045000000000000000e+02,1.458725220000000000e+08,-7.326259916456408064e+03
1.080000000000000000e+02,1.458725200000000000e+08,-7.322149481135694259e+03
1.085000000000000000e+02,1.458725160000000000e+08,-7.313928610494264831e+03
1.090000000000000000e+02,1.458725120000000000e+08,-7.305707739786268576e+03
1.095000000000000000e+02,1.458725160000000000e+08,-7.313928610494264831e+03
1.100000000000000000e+02,1.458725160000000000e+08,-7.313928610494264831e+03
1.105000000000000000e+02,1.458725180000000000e+08,-7.318039045814979545e+03
1.110000000000000000e+02,1.458725160000000000e+08,-7.313928610494264831e+03
1.115000000000000000e+02,1.458725120000000000e+08,-7.305707739786268576e+03
1.130000000000000000e+02,1.458725140000000000e+08,-7.309818175106983290e+03
